sequence,timestamp,page,order_in_page,cuce,label,source_name,target_name,mode,status
824,2026-06-29T02:43:36.687Z,121,4,26-1301-00-1667519-1-1,Documento Base de Contratacion,5mhtRJa.doc,26-1301-00-1667519-1-1-documento_base_contratacion.doc,move,moved
825,2026-06-29T02:43:44.711Z,121,5,26-0781-00-1667493-1-1,Documento Base de Contratacion,agFaqXv.docx,26-0781-00-1667493-1-1-documento_base_contratacion.docx,move,moved
826,2026-06-29T02:43:52.733Z,121,6,26-0903-19-1667462-1-1,Documento Base de Contratacion,dgffFyHR.docx,26-0903-19-1667462-1-1-documento_base_contratacion.docx,move,moved
827,2026-06-29T02:44:00.742Z,121,7,26-0903-19-1667448-1-1,Documento Base de Contratacion,zemt7mP.docx,26-0903-19-1667448-1-1-documento_base_contratacion.docx,move,moved
828,2026-06-29T02:44:08.756Z,121,8,26-0417-03-1667488-1-1,Documento Base de Contratacion,Nx2BRw.docx,26-0417-03-1667488-1-1-documento_base_contratacion.docx,move,moved
829,2026-06-29T02:44:16.763Z,121,9,26-0015-15-1655668-1-2,Documento Base de Contratacion,sJgaEQf.docx,26-0015-15-1655668-1-2-documento_base_contratacion.docx,move,moved
830,2026-06-29T02:44:24.786Z,121,10,26-1101-00-1630057-2-1,Documento Base de Contratacion,bh6FQVW.docx,26-1101-00-1630057-2-1-documento_base_contratacion.docx,move,moved
831,2026-06-29T02:44:42.685Z,122,1,26-1312-00-1667415-1-1,Documento Base de Contratacion,E3bvZFiKa.docx,26-1312-00-1667415-1-1-documento_base_contratacion.docx,move,moved
832,2026-06-29T02:44:50.701Z,122,2,26-0291-05-1667449-1-1,Documento Base de Contratacion,deiA2x9.docx,26-0291-05-1667449-1-1-documento_base_contratacion.docx,move,moved
833,2026-06-29T02:44:58.707Z,122,3,26-0081-00-1667039-1-1,Documento Base de Contratacion,rOUeK8.docx,26-0081-00-1667039-1-1-documento_base_contratacion.docx,move,moved
834,2026-06-29T02:45:06.732Z,122,4,26-0020-01-1667037-1-1,Documento Base de Contratacion,5b8r3bGZD.docx,26-0020-01-1667037-1-1-documento_base_contratacion.docx,move,moved
835,2026-06-29T02:45:14.757Z,122,5,26-0903-17-1667450-1-1,Documento Base de Contratacion,SyK4q7l.docx,26-0903-17-1667450-1-1-documento_base_contratacion.docx,move,moved
836,2026-06-29T02:45:22.781Z,122,6,26-1508-00-1667380-1-1,Documento Base de Contratacion,NPKpAqOBYW.docx,26-1508-00-1667380-1-1-documento_base_contratacion.docx,move,moved
837,2026-06-29T02:45:30.808Z,122,7,26-0417-09-1660209-2-1,Documento Base de Contratacion,AiJGk9nLX.docx,26-0417-09-1660209-2-1-documento_base_contratacion.docx,move,moved
838,2026-06-29T02:45:38.832Z,122,8,26-0287-07-1666956-1-1,Documento Base de Contratacion,qjjG1RSyOn.docx,26-0287-07-1666956-1-1-documento_base_contratacion.docx,move,moved
839,2026-06-29T02:45:46.844Z,122,9,26-0417-06-1665805-1-1,Documento Base de Contratacion,cgOoL7ZPN2.docx,26-0417-06-1665805-1-1-documento_base_contratacion.docx,move,moved
840,2026-06-29T02:45:54.856Z,122,10,26-0906-03-1659230-1-2,Documento Base de Contratacion,DD3mDzlZ.docx,26-0906-03-1659230-1-2-documento_base_contratacion.docx,move,moved
841,2026-06-29T02:46:12.772Z,123,1,26-0902-43-1667083-1-1,Documento Base de Contratacion,hE6rQKMR.docx,26-0902-43-1667083-1-1-documento_base_contratacion.docx,move,moved
842,2026-06-29T02:46:20.783Z,123,2,26-0903-18-1667113-1-1,Documento Base de Contratacion,9MmkIaJX.docx,26-0903-18-1667113-1-1-documento_base_contratacion.docx,move,moved
843,2026-06-29T02:46:28.806Z,123,3,26-1401-00-1667339-1-1,Documento Base de Contratacion,Rh4OTPk7.docx,26-1401-00-1667339-1-1-documento_base_contratacion.docx,move,moved
844,2026-06-29T02:46:36.819Z,123,4,26-3701-00-1663172-1-2,Documento Base de Contratacion,6RFBfra.rar,26-3701-00-1663172-1-2-documento_base_contratacion.rar,move,moved
845,2026-06-29T02:46:44.844Z,123,5,26-1510-00-1650685-1-2,Documento Base de Contratacion,dZKhutw.docx,26-1510-00-1650685-1-2-documento_base_contratacion.docx,move,moved
846,2026-06-29T02:46:52.851Z,123,6,26-0291-06-1659920-1-2,Documento Base de Contratacion,drepDmiu.docx,26-0291-06-1659920-1-2-documento_base_contratacion.docx,move,moved
847,2026-06-29T02:47:00.875Z,123,7,26-0389-00-1662484-2-1,Documento Base de Contratacion,BlpNbB1pbr.docx,26-0389-00-1662484-2-1-documento_base_contratacion.docx,move,moved
848,2026-06-29T02:47:08.895Z,123,8,26-1113-00-1667317-1-1,Documento Base de Contratacion,4kZIurcoE.docx,26-1113-00-1667317-1-1-documento_base_contratacion.docx,move,moved
849,2026-06-29T02:47:16.901Z,123,9,26-1413-00-1654877-1-2,Documento Base de Contratacion,7O7vgzUHSt.docx,26-1413-00-1654877-1-2-documento_base_contratacion.docx,move,moved
850,2026-06-29T02:47:24.924Z,123,10,26-0035-01-1659295-1-2,Documento Base de Contratacion,I5R3ed.docx,26-0035-01-1659295-1-2-documento_base_contratacion.docx,move,moved
851,2026-06-29T02:47:42.849Z,124,1,26-0287-06-1508179-4-1,Documento Base de Contratacion,Ha8SYq4K76.doc,26-0287-06-1508179-4-1-documento_base_contratacion.doc,move,moved
852,2026-06-29T02:47:50.869Z,124,2,26-0291-06-1659919-1-2,Documento Base de Contratacion,Y6JK1VtJie.docx,26-0291-06-1659919-1-2-documento_base_contratacion.docx,move,moved
853,2026-06-29T02:47:58.890Z,124,3,26-0517-02-1667313-1-1,Documento Base de Contratacion,DpsL8K.docx,26-0517-02-1667313-1-1-documento_base_contratacion.docx,move,moved
854,2026-06-29T02:48:06.913Z,124,4,26-0903-15-1665883-1-1,Documento Base de Contratacion,b1RnRwc.docx,26-0903-15-1665883-1-1-documento_base_contratacion.docx,move,moved
855,2026-06-29T02:48:14.938Z,124,5,26-1301-00-1667139-1-1,Documento Base de Contratacion,6CwUm1fX.doc,26-1301-00-1667139-1-1-documento_base_contratacion.doc,move,moved
856,2026-06-29T02:48:22.960Z,124,6,26-0517-02-1667308-1-1,Documento Base de Contratacion,t1vI2K1i.docx,26-0517-02-1667308-1-1-documento_base_contratacion.docx,move,moved
857,2026-06-29T02:48:30.983Z,124,7,26-0206-05-1667103-1-1,Documento Base de Contratacion,G49LEVDg.docx,26-0206-05-1667103-1-1-documento_base_contratacion.docx,move,moved
858,2026-06-29T02:48:38.992Z,124,8,26-0287-00-1663012-1-2,Documento Base de Contratacion,QmO76SaPd.docx,26-0287-00-1663012-1-2-documento_base_contratacion.docx,move,moved
859,2026-06-29T02:48:47.001Z,124,9,26-4601-02-1667244-1-1,Documento Base de Contratacion,CUOaRjf8.docx,26-4601-02-1667244-1-1-documento_base_contratacion.docx,move,moved
860,2026-06-29T02:48:55.024Z,124,10,26-0517-02-1667297-1-1,Documento Base de Contratacion,Xdpa4vxxq.doc,26-0517-02-1667297-1-1-documento_base_contratacion.doc,move,moved
861,2026-06-29T02:49:12.936Z,125,1,26-1312-00-1667281-1-1,Documento Base de Contratacion,DIwmKjYi.docx,26-1312-00-1667281-1-1-documento_base_contratacion.docx,move,moved
862,2026-06-29T02:49:20.948Z,125,2,26-1345-00-1667284-1-1,Documento Base de Contratacion,GLxi1nVt2.docx,26-1345-00-1667284-1-1-documento_base_contratacion.docx,move,moved
863,2026-06-29T02:49:28.972Z,125,3,26-0389-00-1667216-1-1,Documento Base de Contratacion,P3IXLgtAtE.docx,26-0389-00-1667216-1-1-documento_base_contratacion.docx,move,moved
864,2026-06-29T02:49:36.995Z,125,4,26-0517-02-1667279-1-1,Documento Base de Contratacion,XYqlGLAu.docx,26-0517-02-1667279-1-1-documento_base_contratacion.docx,move,moved
865,2026-06-29T02:49:45.005Z,125,5,26-0660-07-1667239-1-1,Documento Base de Contratacion,n8so3Y.docx,26-0660-07-1667239-1-1-documento_base_contratacion.docx,move,moved
866,2026-06-29T02:49:53.029Z,125,6,26-0417-04-1667240-1-1,Documento Base de Contratacion,lfQUtT.docx,26-0417-04-1667240-1-1-documento_base_contratacion.docx,move,moved
867,2026-06-29T02:50:01.039Z,125,7,26-0041-00-1667245-1-1,Documento Base de Contratacion,py7Zzk64Je.docx,26-0041-00-1667245-1-1-documento_base_contratacion.docx,move,moved
868,2026-06-29T02:50:09.064Z,125,8,26-1345-00-1658035-2-1,Documento Base de Contratacion,LTyEQRmbND.docx,26-1345-00-1658035-2-1-documento_base_contratacion.docx,move,moved
869,2026-06-29T02:50:17.092Z,125,9,26-1312-00-1667145-1-1,Documento Base de Contratacion,4EVwf9Q1Y.docx,26-1312-00-1667145-1-1-documento_base_contratacion.docx,move,moved
870,2026-06-29T02:50:25.111Z,125,10,26-0417-04-1667269-1-1,Documento Base de Contratacion,ksGpCpqa.docx,26-0417-04-1667269-1-1-documento_base_contratacion.docx,move,moved
871,2026-06-29T02:50:43.035Z,126,1,26-0041-00-1667213-1-1,Documento Base de Contratacion,M7mrxBrInL.docx,26-0041-00-1667213-1-1-documento_base_contratacion.docx,move,moved
872,2026-06-29T02:50:51.047Z,126,2,26-1603-00-1667226-1-1,Documento Base de Contratacion,lxbmCtR9.docx,26-1603-00-1667226-1-1-documento_base_contratacion.docx,move,moved
873,2026-06-29T02:50:59.071Z,126,3,26-1312-00-1666946-1-1,Documento Base de Contratacion,OuuiL4.docx,26-1312-00-1666946-1-1-documento_base_contratacion.docx,move,moved
874,2026-06-29T02:51:07.094Z,126,4,26-0902-43-1666899-1-1,Documento Base de Contratacion,28RdF1wTtr.docx,26-0902-43-1666899-1-1-documento_base_contratacion.docx,move,moved
875,2026-06-29T02:51:15.106Z,126,5,26-0046-34-1666721-1-1,Documento Base de Contratacion,vVnowIKlU.docx,26-0046-34-1666721-1-1-documento_base_contratacion.docx,move,moved
876,2026-06-29T02:51:23.131Z,126,6,26-0902-41-1666389-1-1,Documento Base de Contratacion,5Bgz2bI.docx,26-0902-41-1666389-1-1-documento_base_contratacion.docx,move,moved
877,2026-06-29T02:51:31.141Z,126,7,26-2302-00-1667182-1-1,Documento Base de Contratacion,RHh1w7.docx,26-2302-00-1667182-1-1-documento_base_contratacion.docx,move,moved
878,2026-06-29T02:51:39.167Z,126,8,26-0901-00-1667066-1-1,Documento Base de Contratacion,Lfg3r2NtK.docx,26-0901-00-1667066-1-1-documento_base_contratacion.docx,move,moved
879,2026-06-29T02:51:47.180Z,126,9,26-0046-34-1666641-1-1,Documento Base de Contratacion,BaQgxN.docx,26-0046-34-1666641-1-1-documento_base_contratacion.docx,move,moved
880,2026-06-29T02:51:55.187Z,126,10,26-0046-34-1666785-1-1,Documento Base de Contratacion,qbYSu6Ty.docx,26-0046-34-1666785-1-1-documento_base_contratacion.docx,move,moved
881,2026-06-29T02:52:13.100Z,127,1,26-0046-34-1666821-1-1,Documento Base de Contratacion,JG1su61KY.docx,26-0046-34-1666821-1-1-documento_base_contratacion.docx,move,moved
882,2026-06-29T02:52:21.116Z,127,2,26-0417-09-1654023-2-1,Documento Base de Contratacion,1co56DqPO.docx,26-0417-09-1654023-2-1-documento_base_contratacion.docx,move,moved
883,2026-06-29T02:52:29.140Z,127,3,26-0902-41-1666729-1-1,Documento Base de Contratacion,ncm6c7OVU.docx,26-0902-41-1666729-1-1-documento_base_contratacion.docx,move,moved
884,2026-06-29T02:52:37.149Z,127,4,26-0046-34-1666720-1-1,Documento Base de Contratacion,fsquNCrb.docx,26-0046-34-1666720-1-1-documento_base_contratacion.docx,move,moved
885,2026-06-29T02:52:45.173Z,127,5,26-1734-00-1665673-1-1,Documento Base de Contratacion,9tKXShzr.docx,26-1734-00-1665673-1-1-documento_base_contratacion.docx,move,moved
886,2026-06-29T02:52:53.197Z,127,6,26-0633-00-1666784-1-1,Documento Base de Contratacion,2peNSO.docx,26-0633-00-1666784-1-1-documento_base_contratacion.docx,move,moved
887,2026-06-29T02:53:01.223Z,127,7,26-0802-00-1667192-1-1,Documento Base de Contratacion,ui8WIj.docx,26-0802-00-1667192-1-1-documento_base_contratacion.docx,move,moved
888,2026-06-29T02:53:09.231Z,127,8,26-0781-00-1647238-2-2,Documento Base de Contratacion,Dh5WSsB.docx,26-0781-00-1647238-2-2-documento_base_contratacion.docx,move,moved
889,2026-06-29T02:53:17.256Z,127,9,26-0901-00-1667029-1-1,Documento Base de Contratacion,jj4y2Fcn.docx,26-0901-00-1667029-1-1-documento_base_contratacion.docx,move,moved
890,2026-06-29T02:53:25.278Z,127,10,26-0417-04-1667147-1-1,Documento Base de Contratacion,gd1ZcAh.doc,26-0417-04-1667147-1-1-documento_base_contratacion.doc,move,moved
891,2026-06-29T02:53:43.271Z,128,1,26-0903-15-1665888-1-1,Documento Base de Contratacion,DtLUPTRAv6.docx,26-0903-15-1665888-1-1-documento_base_contratacion.docx,move,moved
892,2026-06-29T02:53:51.293Z,128,2,26-0903-18-1667054-1-1,Documento Base de Contratacion,foSootCP.docx,26-0903-18-1667054-1-1-documento_base_contratacion.docx,move,moved
893,2026-06-29T02:53:59.322Z,128,3,26-0902-43-1666749-1-1,Documento Base de Contratacion,WHX7og.docx,26-0902-43-1666749-1-1-documento_base_contratacion.docx,move,moved
894,2026-06-29T02:54:07.330Z,128,4,26-1301-00-1667121-1-1,Documento Base de Contratacion,vwSMnye.docx,26-1301-00-1667121-1-1-documento_base_contratacion.docx,move,moved
895,2026-06-29T02:54:15.337Z,128,5,26-0902-42-1666723-1-1,Documento Base de Contratacion,yDP5k7.docx,26-0902-42-1666723-1-1-documento_base_contratacion.docx,move,moved
896,2026-06-29T02:54:23.361Z,128,6,26-0291-07-1667123-1-1,Documento Base de Contratacion,1yOSBDh.docx,26-0291-07-1667123-1-1-documento_base_contratacion.docx,move,moved
897,2026-06-29T02:54:31.384Z,128,7,26-0417-04-1667107-1-1,Documento Base de Contratacion,i5fwKA69m.docx,26-0417-04-1667107-1-1-documento_base_contratacion.docx,move,moved
898,2026-06-29T02:54:39.408Z,128,8,26-0291-06-1660596-2-1,Documento Base de Contratacion,ngVNBc2o.docx,26-0291-06-1660596-2-1-documento_base_contratacion.docx,move,moved
899,2026-06-29T02:54:47.416Z,128,9,26-0908-35-1667030-1-1,Documento Base de Contratacion,DDh4MF.docx,26-0908-35-1667030-1-1-documento_base_contratacion.docx,move,moved
900,2026-06-29T02:54:55.438Z,128,10,26-0291-05-1663113-1-2,Documento Base de Contratacion,ljwYZ5L.docx,26-0291-05-1663113-1-2-documento_base_contratacion.docx,move,moved
901,2026-06-29T02:55:13.339Z,129,1,26-0903-17-1667034-1-1,Documento Base de Contratacion,fdYehKiN.docx,26-0903-17-1667034-1-1-documento_base_contratacion.docx,move,moved
902,2026-06-29T02:55:21.360Z,129,2,26-0901-02-1667028-1-1,Documento Base de Contratacion,qIr4eZ.docx,26-0901-02-1667028-1-1-documento_base_contratacion.docx,move,moved
903,2026-06-29T02:55:29.385Z,129,3,26-0903-18-1666838-1-1,Documento Base de Contratacion,DZ1X9PDN.docx,26-0903-18-1666838-1-1-documento_base_contratacion.docx,move,moved
904,2026-06-29T02:55:37.412Z,129,4,26-0903-17-1666860-1-1,Documento Base de Contratacion,trO74g5F.docx,26-0903-17-1666860-1-1-documento_base_contratacion.docx,move,moved
905,2026-06-29T02:55:45.424Z,129,5,26-0382-00-1665641-1-1,Documento Base de Contratacion,EfHVWdjB.docx,26-0382-00-1665641-1-1-documento_base_contratacion.docx,move,moved
906,2026-06-29T02:55:53.440Z,129,6,26-0903-17-1667016-1-1,Documento Base de Contratacion,xg8Vxoz.docx,26-0903-17-1667016-1-1-documento_base_contratacion.docx,move,moved
907,2026-06-29T02:56:01.453Z,129,7,26-0291-06-1660572-2-1,Documento Base de Contratacion,aKTr4v.docx,26-0291-06-1660572-2-1-documento_base_contratacion.docx,move,moved
908,2026-06-29T02:56:09.478Z,129,8,26-0041-20-1667008-1-1,Documento Base de Contratacion,r8pMp3l.doc,26-0041-20-1667008-1-1-documento_base_contratacion.doc,move,moved
909,2026-06-29T02:56:17.504Z,129,9,26-0041-20-1667006-1-1,Documento Base de Contratacion,2yjIJ7.docx,26-0041-20-1667006-1-1-documento_base_contratacion.docx,move,moved
910,2026-06-29T02:56:25.528Z,129,10,26-0041-20-1667004-1-1,Documento Base de Contratacion,5edBfbP2Ir.docx,26-0041-20-1667004-1-1-documento_base_contratacion.docx,move,moved
911,2026-06-29T02:56:43.412Z,130,1,26-0041-20-1666997-1-1,Documento Base de Contratacion,CDqAoEB.docx,26-0041-20-1666997-1-1-documento_base_contratacion.docx,move,moved
912,2026-06-29T02:56:51.427Z,130,2,26-0041-20-1666995-1-1,Documento Base de Contratacion,BkiZOq.docx,26-0041-20-1666995-1-1-documento_base_contratacion.docx,move,moved
913,2026-06-29T02:56:59.440Z,130,3,26-0951-00-1666964-1-1,Documento Base de Contratacion,G7GXdr.docx,26-0951-00-1666964-1-1-documento_base_contratacion.docx,move,moved
914,2026-06-29T02:57:07.464Z,130,4,26-0041-20-1666991-1-1,Documento Base de Contratacion,4DESyySz72.docx,26-0041-20-1666991-1-1-documento_base_contratacion.docx,move,moved
915,2026-06-29T02:57:15.490Z,130,5,26-0517-02-1666977-1-1,Documento Base de Contratacion,BdNlOrCf.docx,26-0517-02-1666977-1-1-documento_base_contratacion.docx,move,moved
916,2026-06-29T02:57:23.515Z,130,6,26-0041-20-1666989-1-1,Documento Base de Contratacion,VxOk27k.rar,26-0041-20-1666989-1-1-documento_base_contratacion.rar,move,moved
917,2026-06-29T02:57:31.537Z,130,7,26-0041-20-1666986-1-1,Documento Base de Contratacion,EEuow8GLtU.docx,26-0041-20-1666986-1-1-documento_base_contratacion.docx,move,moved
918,2026-06-29T02:57:39.547Z,130,8,26-0041-20-1666985-1-1,Documento Base de Contratacion,QXoD4E2.docx,26-0041-20-1666985-1-1-documento_base_contratacion.docx,move,moved
919,2026-06-29T02:57:47.571Z,130,9,26-0041-20-1666982-1-1,Documento Base de Contratacion,mS3sHesFE.docx,26-0041-20-1666982-1-1-documento_base_contratacion.docx,move,moved
920,2026-06-29T02:57:55.595Z,130,10,26-0041-20-1666976-1-1,Documento Base de Contratacion,aDZYwUSFJc.docx,26-0041-20-1666976-1-1-documento_base_contratacion.docx,move,moved
921,2026-06-29T02:58:13.509Z,131,1,26-0041-20-1666974-1-1,Documento Base de Contratacion,PFV7M6bYav.docx,26-0041-20-1666974-1-1-documento_base_contratacion.docx,move,moved
922,2026-06-29T02:58:21.518Z,131,2,26-0041-20-1666973-1-1,Documento Base de Contratacion,fznoNmHaA.docx,26-0041-20-1666973-1-1-documento_base_contratacion.docx,move,moved
923,2026-06-29T02:58:29.545Z,131,3,26-0525-00-1666668-1-1,Documento Base de Contratacion,q8AdMxe.docx,26-0525-00-1666668-1-1-documento_base_contratacion.docx,move,moved
924,2026-06-29T02:58:37.570Z,131,4,26-0041-20-1666970-1-1,Documento Base de Contratacion,wlx2KHanbl.docx,26-0041-20-1666970-1-1-documento_base_contratacion.docx,move,moved
925,2026-06-29T02:58:45.594Z,131,5,26-0041-20-1666967-1-1,Documento Base de Contratacion,uDcYqRd9.docx,26-0041-20-1666967-1-1-documento_base_contratacion.docx,move,moved
926,2026-06-29T02:58:53.621Z,131,6,26-0046-34-1666403-1-1,Documento Base de Contratacion,KeiGDNQNew.docx,26-0046-34-1666403-1-1-documento_base_contratacion.docx,move,moved
927,2026-06-29T02:59:01.645Z,131,7,26-0046-34-1666361-1-1,Documento Base de Contratacion,62XfFwslp.docx,26-0046-34-1666361-1-1-documento_base_contratacion.docx,move,moved
928,2026-06-29T02:59:09.658Z,131,8,26-1312-00-1666952-1-1,Documento Base de Contratacion,YAfZIscQ.docx,26-1312-00-1666952-1-1-documento_base_contratacion.docx,move,moved
929,2026-06-29T02:59:17.683Z,131,9,26-1312-00-1666919-1-1,Documento Base de Contratacion,ZjXA3osAyI.docx,26-1312-00-1666919-1-1-documento_base_contratacion.docx,move,moved
930,2026-06-29T02:59:25.690Z,131,10,26-0951-00-1666308-1-1,Documento Base de Contratacion,qQgeO8.doc,26-0951-00-1666308-1-1-documento_base_contratacion.doc,move,moved
931,2026-06-29T02:59:43.687Z,132,1,26-1753-00-1666750-1-1,Documento Base de Contratacion,2Rrjp1.docx,26-1753-00-1666750-1-1-documento_base_contratacion.docx,move,moved
932,2026-06-29T02:59:51.698Z,132,2,26-0905-06-1658955-2-1,Documento Base de Contratacion,m12Fyl.docx,26-0905-06-1658955-2-1-documento_base_contratacion.docx,move,moved
933,2026-06-29T02:59:59.709Z,132,3,26-0905-06-1658592-2-1,Documento Base de Contratacion,GB1ptAA.docx,26-0905-06-1658592-2-1-documento_base_contratacion.docx,move,moved
934,2026-06-29T03:00:07.718Z,132,4,26-1603-00-1639179-1-2,Documento Base de Contratacion,EHjr1M.docx,26-1603-00-1639179-1-2-documento_base_contratacion.docx,move,moved
935,2026-06-29T03:00:15.725Z,132,5,26-1312-00-1666623-1-1,Documento Base de Contratacion,X7lhVSlkKX.docx,26-1312-00-1666623-1-1-documento_base_contratacion.docx,move,moved
936,2026-06-29T03:00:23.749Z,132,6,26-0015-03-1664417-1-2,Documento Base de Contratacion,nttvlP.doc,26-0015-03-1664417-1-2-documento_base_contratacion.doc,move,moved
937,2026-06-29T03:00:31.772Z,132,7,26-0902-43-1666786-1-1,Documento Base de Contratacion,tRPg3OCio.docx,26-0902-43-1666786-1-1-documento_base_contratacion.docx,move,moved
938,2026-06-29T03:00:39.779Z,132,8,26-0411-00-1666713-1-1,Documento Base de Contratacion,Llg3yI.docx,26-0411-00-1666713-1-1-documento_base_contratacion.docx,move,moved
939,2026-06-29T03:00:47.803Z,132,9,26-0903-19-1666544-1-1,Documento Base de Contratacion,cyACpkmOMH.docx,26-0903-19-1666544-1-1-documento_base_contratacion.docx,move,moved
940,2026-06-29T03:00:55.825Z,132,10,26-0291-06-1659639-2-1,Documento Base de Contratacion,GEJsFWs.docx,26-0291-06-1659639-2-1-documento_base_contratacion.docx,move,moved
941,2026-06-29T03:01:13.740Z,133,1,26-1346-00-1666849-1-1,Documento Base de Contratacion,8NBwVEIX9.docx,26-1346-00-1666849-1-1-documento_base_contratacion.docx,move,moved
942,2026-06-29T03:01:21.747Z,133,2,26-2303-00-1666884-1-1,Documento Base de Contratacion,FdZqRu.docx,26-2303-00-1666884-1-1-documento_base_contratacion.docx,move,moved
943,2026-06-29T03:01:29.769Z,133,3,26-0411-00-1645105-2-1,Documento Base de Contratacion,Y5faHvlFA.docx,26-0411-00-1645105-2-1-documento_base_contratacion.docx,move,moved
944,2026-06-29T03:01:37.780Z,133,4,26-0903-16-1666847-1-1,Documento Base de Contratacion,TDrIsL.docx,26-0903-16-1666847-1-1-documento_base_contratacion.docx,move,moved
945,2026-06-29T03:01:45.792Z,133,5,26-0903-17-1666839-1-1,Documento Base de Contratacion,H9kISd.docx,26-0903-17-1666839-1-1-documento_base_contratacion.docx,move,moved
946,2026-06-29T03:01:53.818Z,133,6,26-0903-18-1666488-1-1,Documento Base de Contratacion,OTAD9PtA5b.docx,26-0903-18-1666488-1-1-documento_base_contratacion.docx,move,moved
947,2026-06-29T03:02:01.841Z,133,7,26-1808-00-1666768-1-1,Documento Base de Contratacion,puOKcSP6Y.docx,26-1808-00-1666768-1-1-documento_base_contratacion.docx,move,moved
948,2026-06-29T03:02:09.864Z,133,8,26-0291-07-1666719-1-1,Documento Base de Contratacion,GVQGbC.docx,26-0291-07-1666719-1-1-documento_base_contratacion.docx,move,moved
949,2026-06-29T03:02:17.876Z,133,9,26-1603-00-1666687-1-1,Documento Base de Contratacion,qRw1RJt.docx,26-1603-00-1666687-1-1-documento_base_contratacion.docx,move,moved
950,2026-06-29T03:02:25.899Z,133,10,26-0903-18-1666214-1-1,Documento Base de Contratacion,etsgGUZ84.docx,26-0903-18-1666214-1-1-documento_base_contratacion.docx,move,moved
951,2026-06-29T03:02:43.815Z,134,1,26-0291-07-1666701-1-1,Documento Base de Contratacion,oRpIpz.docx,26-0291-07-1666701-1-1-documento_base_contratacion.docx,move,moved
952,2026-06-29T03:02:51.826Z,134,2,26-0054-03-1641400-3-1,Documento Base de Contratacion,EL2FizN4uK.docx,26-0054-03-1641400-3-1-documento_base_contratacion.docx,move,moved
953,2026-06-29T03:02:59.835Z,134,3,26-0291-01-1666664-1-1,Documento Base de Contratacion,GaEEDk8U.docx,26-0291-01-1666664-1-1-documento_base_contratacion.docx,move,moved
954,2026-06-29T03:03:07.859Z,134,4,26-0517-02-1666681-1-1,Documento Base de Contratacion,MCGEfkT.docx,26-0517-02-1666681-1-1-documento_base_contratacion.docx,move,moved
955,2026-06-29T03:03:15.870Z,134,5,26-1304-00-1666658-1-1,Documento Base de Contratacion,EYKos7E.docx,26-1304-00-1666658-1-1-documento_base_contratacion.docx,move,moved
956,2026-06-29T03:03:23.897Z,134,6,26-2303-00-1666673-1-1,Documento Base de Contratacion,IaaZ1mq8i.docx,26-2303-00-1666673-1-1-documento_base_contratacion.docx,move,moved
957,2026-06-29T03:03:31.904Z,134,7,26-0291-00-1666663-1-1,Documento Base de Contratacion,bpCH9EsTjl.docx,26-0291-00-1666663-1-1-documento_base_contratacion.docx,move,moved
958,2026-06-29T03:03:39.927Z,134,8,26-0517-02-1666666-1-1,Documento Base de Contratacion,kfUdAja.docx,26-0517-02-1666666-1-1-documento_base_contratacion.docx,move,moved
959,2026-06-29T03:03:47.953Z,134,9,26-0580-00-1665914-1-1,Documento Base de Contratacion,7YJzShW.docx,26-0580-00-1665914-1-1-documento_base_contratacion.docx,move,moved
960,2026-06-29T03:03:55.962Z,134,10,26-0517-02-1666649-1-1,Documento Base de Contratacion,VlGucnnOg.docx,26-0517-02-1666649-1-1-documento_base_contratacion.docx,move,moved
961,2026-06-29T03:04:13.904Z,135,1,26-1701-00-1666627-1-1,Documento Base de Contratacion,WSiVNP.docx,26-1701-00-1666627-1-1-documento_base_contratacion.docx,move,moved
962,2026-06-29T03:04:21.910Z,135,2,26-0139-00-1666219-1-1,Documento Base de Contratacion,tADfDbX4.docx,26-0139-00-1666219-1-1-documento_base_contratacion.docx,move,moved
963,2026-06-29T03:04:29.935Z,135,3,26-0291-03-1666478-1-1,Documento Base de Contratacion,lgvpiza.docx,26-0291-03-1666478-1-1-documento_base_contratacion.docx,move,moved
964,2026-06-29T03:04:37.960Z,135,4,26-1701-00-1665912-1-1,Documento Base de Contratacion,sN1U4b.docx,26-1701-00-1665912-1-1-documento_base_contratacion.docx,move,moved
965,2026-06-29T03:04:45.984Z,135,5,26-0517-02-1666450-1-1,Documento Base de Contratacion,yQiB5vta.docx,26-0517-02-1666450-1-1-documento_base_contratacion.docx,move,moved
966,2026-06-29T03:04:54.010Z,135,6,26-0517-02-1666429-1-1,Documento Base de Contratacion,W1C8HuRbFp.docx,26-0517-02-1666429-1-1-documento_base_contratacion.docx,move,moved
967,2026-06-29T03:05:02.034Z,135,7,26-0517-02-1666412-1-1,Documento Base de Contratacion,57tH7X.docx,26-0517-02-1666412-1-1-documento_base_contratacion.docx,move,moved
968,2026-06-29T03:05:10.061Z,135,8,26-1701-00-1665790-1-1,Documento Base de Contratacion,ViaA4s4W.docx,26-1701-00-1665790-1-1-documento_base_contratacion.docx,move,moved
969,2026-06-29T03:05:18.085Z,135,9,26-1701-00-1665905-1-1,Documento Base de Contratacion,6sWkRW.docx,26-1701-00-1665905-1-1-documento_base_contratacion.docx,move,moved
970,2026-06-29T03:05:26.110Z,135,10,26-0905-06-1664903-1-1,Documento Base de Contratacion,YzZzht.docx,26-0905-06-1664903-1-1-documento_base_contratacion.docx,move,moved
